N,P,K,temperature,humidity,ph,rainfall,label
14.0,41.0,17.0,29.12939524,88.48312598,7.085982325,36.45012824,mungbean
85.0,95.0,47.0,25.94019018,78.3422098,6.211833161,119.84797,banana
91.0,21.0,26.0,26.33377983,57.36469955,7.261313694,191.6549412,coffee
26.0,72.0,22.0,28.76794904,37.57792132,4.674941549,91.72084869,pigeonpeas
68.0,52.0,49.0,24.42561272,92.27749066,6.577192175,63.35298768,papaya
14.0,67.0,15.0,19.56376468,24.67385131,5.690065688,139.2921004,kidneybeans
62.0,59.0,41.0,24.2248758,74.89465426,7.175170657000001,192.4931257,jute
10.0,59.0,22.0,28.60901145,86.99495766,7.1556850160000005,36.94616965,mungbean
73.0,57.0,41.0,21.44653958,84.94375962,5.824709117,272.2017204,rice
39.0,73.0,24.0,25.65842532,61.18235808,7.22405917,69.28607828,blackgram
11.0,143.0,197.0,22.98458907,93.3204487,5.875718516,122.1952483,apple
89.0,83.0,47.0,28.09577643,77.79586769,5.63127166,109.5408614,banana
95.36181436223178,58.7906633672943,34.33864427504975,17.134024083239584,51.71806142064501,6.626976724872152,64.71049895467996,wheat
87.41173715166042,69.92619608915805,50.13528919349298,17.944460592022832,59.14375712036354,6.604957510371002,65.16715150295535,wheat
40.1701726138885,37.36159934330585,45.53738185211168,27.003138277701424,68.41755489497348,5.979442510564605,71.86228820630775,millet
119.0,90.0,48.0,28.66725136,79.59242542,5.986442306,118.2583441,banana
27.0,56.0,22.0,19.91853092,20.70099804,5.833010957999999,108.6434544,kidneybeans
2.0,38.0,18.0,27.53632932,89.92908171,6.619891497999999,45.48591922,mungbean
34.78914484966537,32.81264553645014,32.569842583245894,24.715106948204355,56.77859887259233,5.852155865582547,83.45236800789365,millet
35.0,69.0,23.0,16.78791503,24.96881755,5.578410206,75.45328039,kidneybeans
90.0,44.0,38.0,23.83509503,83.88387074,7.473134377,241.20135130000003,rice
5.0,24.0,40.0,24.692258,93.87030088,6.297907578999999,104.6735454,pomegranate
100.0,24.0,28.0,25.59535262,57.72920846,7.101661011,195.7733251,coffee
80.0,71.0,47.0,27.50527651,80.79783998,6.156373499,105.0776992,banana
66.0,47.0,36.0,24.85441411,74.44070479999998,6.57256106,175.572958,jute
51.0,72.0,75.0,18.88852533,14.99451145,7.1042247970000005,80.11133840000002,chickpea
28.653074136535746,31.05864933166335,27.21229621620964,23.07237276885041,58.52317184062683,6.290038314739199,63.90231762823227,millet
101.0,75.0,50.0,26.59386409,81.40740301,6.242528277999999,109.9825551,banana
83.12006683782133,55.752024359985455,133.65009173984038,22.140274062442355,69.91823191009003,5.333231306138912,87.3028151772878,potato
4.0,41.0,20.0,28.14720892,83.8001509,6.647965508,37.44800463,mungbean
47.0,63.0,16.0,27.44003279,67.10464369,6.661870999,72.50669768,blackgram
95.0,16.0,46.0,27.076726500000003,90.14362622,6.74669542,24.4514648,muskmelon
58.0,73.0,16.0,33.36984395,65.67718163,6.874142175,64.89517488,blackgram
14.0,5.0,36.0,24.92639065,85.19098079,5.832525853,104.7693804,pomegranate
95.63665345343372,60.6582719142034,123.30349578174207,17.03895807541704,76.2065942802898,5.549395884022073,82.6858535740886,potato
13.0,60.0,25.0,17.13692774,20.59541693,5.68597166,128.256862,kidneybeans
85.0,25.0,47.0,26.11440416,87.64081095,6.29542477,58.48160844,watermelon
16.0,8.0,9.0,24.60297538,91.28408653,7.601189842999999,111.2948115,orange
6.0,77.0,25.0,20.61162204,24.36314135,5.792744849,69.63833855,kidneybeans
67.0,43.0,38.0,25.21622704,70.88259632,7.299304715,195.8645552,jute
5.0,55.0,18.0,33.50876355,45.70976142,7.322097972000001,126.6738117,pigeonpeas
77.0,52.0,17.0,24.86374934,65.7420046,5.714799723,75.82270467,maize
35.35581240156222,34.4210633825546,37.781967279366654,23.261812535610154,75.43472194302522,6.222241786401379,73.18434819279554,millet
61.4779246311658,33.10723578904806,27.04371388350777,23.633151658302587,62.97487018772647,6.030559168591384,42.58502554129221,mustard
83.09846444363728,56.30179769035966,149.17677793910948,16.059189666883277,74.16246223106896,5.962989408710916,80.93105808608587,potato
83.0,45.0,21.0,18.83344471,58.75082029,5.716222912,79.75328959999999,maize
40.0,18.0,43.0,19.38603815,86.79058496,5.767372539,109.91309840000002,pomegranate
7.0,56.0,18.0,18.31357543,24.32991649,5.698371311,76.14153904,kidneybeans
86.0,76.0,54.0,29.3159075,80.11585705,5.926824754,90.10978128,banana
103.0,33.0,25.0,27.10210397,55.74973320000001,6.911066044,139.5013171,coffee
63.0,44.0,41.0,24.17298839,83.7287574,5.583370042,257.0343554,rice
35.0,80.0,25.0,28.09269012,44.93322042,4.895927306,197.1144011,pigeonpeas
4.0,23.0,5.0,22.67594476,93.36348717,7.477935216,110.3332655,orange
52.0,65.0,20.0,32.81705216,66.15665137,6.814301033,68.83924882,blackgram
37.0,72.0,18.0,18.87614998,24.54038287,5.724242065,105.4120514,kidneybeans
71.0,60.0,22.0,26.07470121,59.37147589,6.2048017,85.75692395,maize
35.48601921074089,32.619358824946005,35.227783784743465,23.51960161330008,61.50891287578745,6.475565348589857,77.46648572852082,millet
22.0,70.0,19.0,18.23775702,21.07643273,5.515615023,69.44951585,kidneybeans
44.0,59.0,78.0,20.67526473,19.85388984,7.599033472,84.78344008,chickpea
88.28952096427201,54.90090298154786,111.22690863714334,19.482090558848217,71.16622951386299,5.201879307228563,96.49755273845746,potato
31.0,40.0,22.0,29.40889385,86.16063492,6.365513634,53.35486977,mungbean
70.0,50.0,53.0,37.4620912,90.44967809,6.933809742999999,172.3458448,papaya
91.0,25.0,26.0,24.53460016,66.99765375,7.482414225,180.5059257,coffee
101.0,70.0,48.0,25.36059237,75.03193255,6.012696655,116.5531455,banana
92.47639530654679,65.26835418138265,129.39763074033485,16.596896396064327,78.56852604999172,5.5793410172230695,84.68061298570187,potato
98.0,8.0,51.0,26.1793464,86.52258079,6.25933595,49.43050977,watermelon
109.0,12.0,48.0,29.45771748,92.12534736,6.708743843,20.76212031,muskmelon
99.0,5.0,47.0,24.13078816,84.84494575,6.649086972,51.19470197,watermelon
53.51313991031729,29.328474495960897,31.785191221686212,18.091784739553546,47.033476841678166,6.7544522638,44.66387435296287,mustard
59.845916962124846,44.46515182899962,37.746637196911315,19.426523139829932,57.93985332379444,6.525147988378809,34.410924129433994,mustard
105.67116978895652,61.87371786029217,122.46918663471084,22.721960289870097,80.78452300973015,6.2917350416332205,85.95496834658353,potato
34.0,35.0,21.0,28.44524991,82.67639542,6.684381357,58.18713162,mungbean
71.30079633013304,74.70593689988229,45.21113001044638,20.440528908001916,70.22141457518808,6.436974535183361,51.49413143241948,wheat
90.32320368092314,48.970110685140085,41.04592461828873,15.6809706484336,55.39345407484256,6.659394606383477,78.09808222306954,wheat
101.4561632402206,51.42788038346383,38.3350219971418,15.304755985954927,59.93621886946706,6.828626494887756,60.66840601017104,wheat
59.0,62.0,49.0,43.36051537,93.35191636,6.941496806,114.778071,papaya
82.0,35.0,35.0,25.49386782,86.97061481,7.299076163,176.5268267,jute
86.0,15.0,47.0,24.04355803,84.18406764,6.423898762,53.78929956,watermelon
92.0,7.0,45.0,26.70607759,81.14149505,6.944640222,51.51033554,watermelon
84.0,37.0,42.0,25.49674786,81.13449097,6.691074249,169.92882340000003,jute
0.0,36.0,26.0,34.13072188,51.25786185,5.101206389,96.38808001,mango
58.0,51.0,47.0,42.13473976,91.70445386,6.757470637000001,197.402901,papaya
98.0,22.0,47.0,29.07265321,91.91533173,6.341400922,28.83568362,muskmelon
10.0,79.0,20.0,24.98287462,66.895409,6.379881442,38.21370568,lentil
34.0,66.0,17.0,18.81097271,21.27833035,5.889614577000001,125.084915,kidneybeans
117.0,25.0,53.0,29.11858526,92.12543021,6.413927319,24.52020164,muskmelon
88.25952666861961,52.650784428126414,158.21735604160887,12.994247778367232,77.53152452541171,5.389059106126276,104.62514222036779,potato
23.0,30.0,44.0,20.93892916,85.42912869,6.12476108,103.0295938,pomegranate
33.0,31.0,34.0,31.32995611,50.22287593,5.421265282999999,89.78216168,mango
24.0,44.0,17.0,29.8596912,80.03499648,6.666380512000001,50.66487502,mungbean
49.0,61.0,45.0,32.76795887,94.57377401,6.764213299,240.4795923,papaya
46.02673296883626,35.4815077573995,31.010765857617685,23.587654456116926,76.13972240051463,5.145730314408522,64.28534951746408,millet
4.0,18.0,37.0,22.91843172,85.40695044,7.13147457,106.2817706,pomegranate
57.89687336633386,38.912654960691384,45.04695460008522,19.891307625465345,52.491762510620816,6.9231377435610515,59.816634024625984,mustard
63.0,37.0,43.0,23.41798979,85.08640476,6.661957897000001,185.7446728,jute
36.0,7.0,37.0,19.8671184,86.35590206,5.782435567,108.3168858,pomegranate
19.0,72.0,15.0,28.83600962,69.76112921,6.890760124,44.08562546,lentil
22.0,38.0,31.0,31.53356352,53.06009323,5.8211060360000015,98.57025046,mango
10.0,55.0,23.0,21.18853178,19.63438599,5.728233081,137.1948633,kidneybeans
112.0,73.0,48.0,29.244063800000006,77.32017166,5.7074889870000005,90.66727868,banana
40.117505557833574,21.86050917225957,24.465538893008983,24.58382236571173,71.23728425815472,6.07789447788751,72.36778848886715,millet
111.0,29.0,31.0,26.05968403,52.31098539,6.136286518,161.3432535,coffee
25.0,27.0,41.0,19.20090378,94.27659596,6.9235093710000015,108.0423555,pomegranate
92.47364434623195,60.71200395273674,24.383297603819983,18.451181359428624,48.621970323218605,6.899288234520134,73.55598116206866,wheat
32.0,57.0,18.0,15.53834801,23.75560241,5.695422862999999,107.3850593,kidneybeans
27.0,63.0,19.0,20.93409877,21.1893007,5.562201934,133.1914419,kidneybeans
25.0,59.0,19.0,29.06631494,83.6869203,6.626629798,43.95183726,mungbean
83.0,38.0,35.0,25.70822684,52.88667115,7.18915558,136.73250919999998,coffee
39.0,76.0,76.0,19.96837462,15.57324389,8.135900726000001,69.15759062,chickpea
2.0,123.0,205.0,22.36629253,90.78572467,5.739652177000001,124.9831618,apple
105.0,30.0,50.0,25.29954705,81.77527562,6.37620108,57.04147057,watermelon
81.0,6.0,55.0,24.88910524,85.87059083,6.110142735,51.70699144,watermelon
60.0,44.0,23.0,24.7947077,70.04556743,5.722579819,76.72860067,maize
0.0,21.0,32.0,35.89855625,54.25964196,6.430139436,92.19721736,mango
60.0,55.0,44.0,23.00445915,82.3207629,7.840207144,263.9642476,rice
22.0,37.0,20.0,27.62749466,86.49366929,6.605733067999999,39.26137642,mungbean
39.0,70.0,52.0,26.26559543,90.79668055,6.65149129,59.49373381,papaya
7.0,79.0,23.0,19.6365349,19.68751084,5.821649914,96.65888933,kidneybeans
15.0,6.0,41.0,19.0087067,88.83768149,6.8973684770000006,108.6793978,pomegranate
29.0,75.0,75.0,19.62416326,18.71483156,7.064790365,88.4585692,chickpea
27.0,69.0,22.0,17.91652287,24.90814655,5.932323085,69.14681022,kidneybeans
93.52288383628766,56.638505463233145,153.4828604385151,19.84055391819125,74.61516992044204,6.089163735038473,75.48366308590671,potato
39.0,60.0,15.0,35.09357419,30.98685456,5.004074623999999,116.9106908,pigeonpeas
34.0,71.0,79.0,17.927806,15.85622899,7.728998197,74.63872762,chickpea
35.0,66.0,81.0,19.37101121,15.77458129,6.138243973,85.24819851,chickpea
5.0,25.0,6.0,30.72119881,94.01331956,6.0113021810000005,106.8118019,orange
94.0,5.0,55.0,28.5854649,91.89216849,6.085682343999999,26.88372572,muskmelon
18.0,27.0,41.0,22.36509395,92.30882391,7.175344328,104.8216333,pomegranate
63.0,50.0,52.0,28.64555584,93.22642604,6.751747609,115.8163936,papaya
30.0,64.0,20.0,33.8642935,61.57072498,6.573531614,68.02199825,blackgram
40.0,62.0,19.0,27.32198928,34.13737127,4.697750704,96.51524028,pigeonpeas
30.0,70.0,79.0,20.26942271,19.96978871,7.313122235,69.64449182,chickpea
81.15730336131452,74.3564629081423,101.65688903581703,16.51873025051606,73.31594953879936,5.842515074091971,87.48811587417761,potato
43.0,79.0,79.0,19.40751744,18.98030507,7.8067476560000015,80.25064637,chickpea
16.0,80.0,20.0,31.24021696,56.67369054,7.3393209289999986,122.0146733,pigeonpeas
114.0,8.0,52.0,29.34081108,94.5513539,6.419083092,28.22908103,muskmelon
35.0,66.0,47.0,31.7018373,91.66232213,6.953439161,48.83810592,papaya
28.0,58.0,24.0,19.72702528,18.28173015,5.748190462999999,143.7630894,kidneybeans
9.0,56.0,17.0,26.13708256,66.7729209,6.261937875,46.48280681,lentil
12.0,67.0,23.0,25.62896213,63.14909763,6.585020302999999,45.49683991,lentil
24.0,70.0,21.0,19.14729038,45.3733757,5.517208078,132.7748215,pigeonpeas
57.16767431247181,32.73296842431532,40.34229898111872,20.563269805102355,51.66106549115933,7.0099872123729146,64.87061111699441,mustard
19.0,17.0,39.0,24.72485577,85.56083187,6.728599215,111.2787584,pomegranate
97.79219996376786,71.62707581694161,107.15219642824337,19.308971009022095,68.12192764188788,5.761053790079972,66.29440120375355,potato
63.0,41.0,45.0,25.29781791,86.88705350000002,7.121933578999999,196.6249511,jute
104.0,80.0,54.0,27.09062164,81.33506906,5.879119455,110.1331182,banana
90.0,48.0,45.0,24.06475727,71.31342851,6.509174788999999,153.63902119999997,jute
44.0,64.0,54.0,29.80744318,91.38048469,6.74274935,232.7046126,papaya
13.0,57.0,25.0,28.30041493,86.20681554,6.86308576,50.47333854,mungbean
48.60834278039884,44.70034305569557,33.61759571476539,19.032173375526213,44.44602244320986,6.640780276942558,37.30003933802543,mustard
40.0,30.0,35.0,20.89273273,91.07776977,6.269663962999999,104.4407083,pomegranate
60.0,57.0,24.0,18.66116213,61.55327249,6.1212940410000005,75.03247667,maize
99.0,39.0,18.0,19.20129357,68.30578978,6.11275104,87.85092352,maize
110.0,71.0,54.0,28.67208915,82.20793613,5.725418961,94.37987496,banana
15.0,14.0,8.0,10.01081312,90.22399223,6.22094286,119.3941064,orange
78.0,37.0,22.0,25.34217103,63.31801994,6.330554389,74.52082026,maize
20.0,62.0,18.0,29.36358721,64.98742947,7.366542647,61.91208707,blackgram
28.62551466606525,34.17832468474029,30.736021895968772,26.017721103608196,67.13701320809187,5.3716495391726005,70.01446570434669,millet
66.0,44.0,20.0,19.0781471,69.02298571,6.740000687999999,80.72515943,maize
39.0,17.0,45.0,18.09691127,90.42177379,6.9244907310000015,104.88188999999998,pomegranate
27.0,73.0,79.0,19.16288268,15.83500655,7.354973451,82.69766829,chickpea
51.0,56.0,18.0,28.12787838,64.2097765,6.706505915,70.86340755,blackgram
84.1343360656615,58.788739445081454,34.78719721915346,15.968514865463664,65.7403380463677,6.3155935200950175,59.87742716063096,wheat
107.69901149670034,42.88122220251309,35.01840384143525,16.26928903301279,67.0531180555956,6.457566469636453,70.33115973783248,wheat
112.64370155929407,69.51213224886041,151.6564690610989,18.782021297471722,67.06146123955502,5.912216970954272,99.10986192363177,potato
5.0,59.0,15.0,18.87492997,20.18238348,5.97229163,134.1811718,kidneybeans
31.0,78.0,76.0,17.57212145,14.99927489,8.519975748,89.31050665,chickpea
29.0,45.0,16.0,28.43683487,87.91332682,6.583381939,43.12063289,mungbean
63.50780591047782,35.892221045439975,33.236198314014906,21.411514814734,58.789056614491635,6.588972663542228,57.30874513154735,mustard
28.0,70.0,21.0,25.39038396,60.4989659,7.437373666,39.18374505,lentil
93.4609709582926,71.57582307482986,133.74075525566133,24.225782617875797,80.22040638413253,5.584477820329241,106.68249058820776,potato
75.0,56.0,18.0,19.39851734,62.35750641,5.696205468,60.95197486,maize
19.0,35.0,24.0,27.11030369,83.64274107,6.883308033,49.11964582,mungbean
9.0,25.0,41.0,24.81530144,91.90842992,5.972714857000001,109.2853418,pomegranate
1.0,62.0,23.0,15.43546065,18.37477907,5.607808432000001,139.0302034,kidneybeans
34.0,16.0,25.0,30.07202564,50.96040505,6.10729559,92.09609766,mango
2.0,129.0,201.0,22.78234161,94.36803516,5.682343744,122.1449949,apple
99.0,12.0,52.0,28.69708334,94.30759855,6.002927293,22.21807088,muskmelon
34.0,21.0,42.0,18.75927679,89.93457597,6.648687273999999,111.0196744,pomegranate
6.0,77.0,20.0,25.78746268,60.2816298,6.058306161,49.14337177,lentil
60.0,48.0,39.0,24.28209415,80.30025587,7.042299068999999,231.0863347,rice
108.0,89.0,53.0,29.12036889,80.18080728,5.908770059,112.3982055,banana
114.0,8.0,50.0,24.74631269,88.30866319,6.581587932000001,57.95826144,watermelon
101.01292307031886,66.22235448748879,45.49008152299611,15.545337950299583,58.00828681216741,6.534950496421661,87.5842939577004,wheat
99.52533815372014,58.66305535746517,156.96529790274283,18.235905570948272,74.88217320643992,6.075722944896331,73.83448452564365,potato
20.0,41.0,20.0,29.27308605,89.4875022,7.073048264,50.9246554,mungbean
22.0,55.0,20.0,33.95309131,69.96100028,7.423530351,61.16350463,blackgram
4.0,19.0,42.0,23.83185873,87.84034604,6.306605528,111.2232716,pomegranate
85.0,21.0,47.0,29.87331077,90.60932469,6.186770318,24.69720481,muskmelon
7.0,77.0,18.0,20.5591255,60.54880693,6.655918077999999,191.0895109,pigeonpeas
37.0,36.0,26.0,32.89300162,52.61323969,4.650536197,94.49161372,mango
83.0,57.0,19.0,25.73044432,70.74739256,6.877869005,98.73771338,maize
35.0,18.0,26.0,31.99490489,50.84881347,5.279388967,97.38741498,mango
13.0,5.0,8.0,23.85340379,90.10522549,7.474710503,103.923226,orange
98.0,26.0,49.0,27.29035669,90.53330091,6.130160472999999,23.49535234,muskmelon
24.0,21.0,42.0,20.82210727,87.22815682,6.999014379,109.4429934,pomegranate
10.0,141.0,201.0,22.12659387,90.97818277,6.386021424,104.5412275,apple
11.0,34.0,32.0,29.14305008,49.40983294,6.831706773,97.55155537,mango
31.0,62.0,52.0,33.7960155,93.00754254,6.99104104,182.026807,papaya
85.0,27.0,45.0,26.0713757,88.7285657,6.467095849,57.79652846,watermelon
21.0,51.0,15.0,29.36488409,89.1886954,6.679127482,48.30159325,mungbean
30.0,28.0,30.0,31.86641378,52.19331595,5.064613314,98.46768642,mango
89.0,40.0,43.0,26.24532085,72.97198375,7.124050134,189.9711184,jute
72.0,41.0,36.0,24.09874353,80.57226761,6.187746776,176.8604109,jute
56.0,50.0,52.0,33.08706051,92.25197542,6.770384816,88.1300769,papaya
52.858764608159944,26.803794962028533,32.541594393560764,20.79659123526242,65.86847764621218,6.187077268706173,63.89243649151001,millet
84.0,25.0,52.0,24.37190239,81.2514818,6.12532356,44.20899581,watermelon
82.0,40.0,40.0,23.83067496,84.81360127,6.271478837999999,298.5601175,rice
85.0,21.0,52.0,29.62800691,90.10051615,6.0751441160000015,23.69586761,muskmelon
57.0,57.0,75.0,17.09104223,18.25142068,7.785039076,87.27444866,chickpea
98.0,27.0,27.0,24.71384065,51.29142534,7.238109556,197.6439711,coffee
61.0,44.0,17.0,26.10018422,71.57476937,6.931756557999999,102.2662445,maize
20.0,7.0,9.0,29.47741671,91.57802915,7.1291369410000005,111.1727497,orange
99.0,15.0,27.0,27.0424167,57.27927475,6.501157208,165.6872119,coffee
31.62471213854448,34.67016645699982,28.90262135337096,25.051890297820677,80.20952548602406,6.278781761804295,61.89786070030742,millet
89.0,60.0,19.0,25.19192419,66.69029010000001,5.913664501,78.06639649,maize
40.0,65.0,49.0,35.32876402,91.06138506,6.678449317999999,163.9069365,papaya
20.0,60.0,22.0,29.65052947,42.89833235,6.876572502999999,186.9226052,pigeonpeas
56.5660446376107,36.41493883185015,40.34119046674872,20.063471051356025,48.59969148481883,6.727036603996095,40.43879172525812,mustard
38.0,51.0,52.0,32.66160599,90.78931681,6.927803911,78.85085502,papaya
93.09041843560318,45.104394312975344,36.20043751071235,13.655746975508027,62.93278596877479,7.030828850872216,32.63736028470114,wheat
27.0,24.0,41.0,24.32770134,90.88292835,6.610251186,110.4606459,pomegranate
89.0,25.0,54.0,24.69368934,85.56967628,6.353107392999999,48.99390828,watermelon
33.0,12.0,8.0,25.26052689,90.31153735,6.822282114,117.36952959999998,orange
42.47066410079171,29.399075541120283,33.47779903928145,16.0,59.83018152124958,5.290787012717248,79.90117917601162,millet
80.0684687978081,68.86962864466327,130.40328758491796,17.410950452745066,69.18993327081819,5.154132822114255,80.9589855558458,potato
90.0,59.0,35.0,24.25133493,89.86454053,7.098227926,175.1742112,jute
80.0,90.0,47.0,26.59743595,79.35898915,6.21084479,107.3944717,banana
3.0,69.0,23.0,28.67408774,63.18832976,7.299360767,42.96018627,lentil
79.0,42.0,37.0,24.87300744,82.84022551,6.587918707999999,295.6094492000001,rice
19.0,55.0,20.0,27.43329405,87.80507732,7.18530147,54.73367631,mungbean
9.0,8.0,15.0,14.34320488,94.35734702,7.994465371,110.22231229999998,orange
29.0,138.0,197.0,22.19055385,92.43764169,5.830892252000001,121.6622761,apple
8.0,23.0,38.0,19.30106297,87.1775172,7.005410734,105.4766591,pomegranate
29.0,72.0,24.0,23.17409556,36.67847052,6.962386495,162.5931264,pigeonpeas
84.0,29.0,49.0,29.94349168,93.90741192,6.251420275,20.39020503,muskmelon
34.0,59.0,23.0,28.56212158,83.24855855,6.935804256,56.48265193,mungbean
91.0,84.0,52.0,29.14827211,78.71024836,6.390741836,117.536781,banana
47.46072665498472,34.15863364357887,37.12607633076938,19.62734550160521,67.24128927055685,6.205234168038917,55.3514508890301,millet
27.0,138.0,201.0,23.66682067,93.90191078,5.952367662,105.4004751,apple
49.094607963257516,35.15040567015444,31.09985639355861,23.609080008672034,55.46418187846716,6.45965096467948,35.73301691152689,mustard
44.70862723536488,28.31203465729072,29.862791626206707,21.470260214051425,51.70006409571461,6.035832272502099,63.00689610866102,millet
40.0,49.0,47.0,42.93368602,91.1756748,6.501521192,246.36132680000003,papaya
46.88378790687796,31.93900628510869,26.13870100609523,23.941741182336802,72.62509307130595,5.813875817287979,75.71629323227464,millet
71.0,52.0,43.0,26.47549543,73.96164569,6.732826127,180.2513601,jute
104.0,17.0,46.0,25.7131428,80.22972777,6.190015912000001,43.08961827,watermelon
25.0,57.0,19.0,17.15432954,19.87070659,5.566522896,87.99669731,kidneybeans
30.0,137.0,200.0,22.91430043,90.70475565,5.603413172000001,118.6044645,apple
30.0,75.0,25.0,30.33276599,42.35249879,6.446091759,149.299952,pigeonpeas
112.34986764790773,59.72252090090575,136.60021675079997,16.550440613101877,73.53506018825611,5.55889762960908,91.78400948642533,potato
60.0,58.0,37.0,26.13871511,79.1188943,6.067302109,171.4892533,jute
30.0,127.0,204.0,22.50050273,92.45878335,6.126436584,100.9343903,apple
36.0,29.0,13.0,20.68185224,90.91510525,7.829507245,109.7513927,orange
108.1780083684715,61.17370949146658,139.61264291900514,12.005397946403678,78.31493972650289,5.712917636743405,78.34063153787218,potato
27.0,59.0,22.0,21.81167649,23.20591245,5.794158503999999,130.0608093,kidneybeans
36.0,65.0,80.0,18.2872007,16.67921616,6.051091339,74.87445574,chickpea
14.0,69.0,19.0,20.95628486,63.68128841,7.239455147,52.39881209,lentil
21.0,21.0,38.0,22.5526059,89.32594859999998,6.327673765,104.8955643,pomegranate
34.85185415695886,29.503915884943805,28.917120518456247,22.394015442138233,62.85175481675334,5.279576906338905,79.95369810318098,millet
117.0,82.0,45.0,25.29391516,79.29122198,5.614471478,105.4220251,banana
14.0,22.0,9.0,17.24944623,91.13772765,6.543191814,112.50905159999998,orange
93.04873460781306,39.64983027760767,44.56712408554534,17.34695639031834,65.69291902471112,6.908182730311935,72.8523878762487,wheat
40.0,24.0,25.0,28.70595247,50.44030129,5.445008416,95.8946444,mango
4.0,13.0,6.0,15.63211033,94.25966183,7.5611432239999985,101.4705704,orange
8.0,38.0,32.0,29.75150773,46.73723302,4.981816523,91.405983,mango
74.0,43.0,23.0,25.95263264,61.89082199,6.325235159,99.57981207,maize
21.0,9.0,40.0,24.51147697,90.64498715,5.956401828,105.6209954,pomegranate
80.0,18.0,51.0,28.05380704,91.81758779,6.706053225,20.76582087,muskmelon
71.91890750881666,40.62613562513928,41.582916270522176,20.65871803832765,58.46367860288557,6.264571427561689,42.033925409302014,mustard
42.0,67.0,77.0,18.99424448,15.9362937,7.114405288,78.69707199,chickpea
29.0,63.0,17.0,30.02629908,67.88811637,7.26154329,66.47264636,blackgram
5.0,15.0,38.0,18.26233221,88.16779129,5.709380472,108.0756727,pomegranate
37.0,71.0,16.0,26.28663931,68.51966729,7.324863481,46.13833007,lentil
27.0,21.0,30.0,35.3915464,52.48823147,5.061081874,91.22881052,mango
48.58005869847842,33.492586220811695,21.3703321300958,23.221359967248247,65.61481506367015,6.299164102447014,73.3285232554983,millet
119.0,25.0,51.0,26.47330219,80.92254421,6.283818329,53.65742581,watermelon
5.0,45.0,21.0,28.36291385,88.00989267,6.487124217000001,43.05130077,mungbean
9.0,48.0,20.0,29.66461594,84.28187572,6.377568542000001,56.09542002,mungbean
20.0,129.0,201.0,23.41044706,91.69913296,5.587905967,116.07779309999998,apple
13.0,61.0,22.0,19.44084326,63.27771461,7.728832424,46.83130119,lentil
75.0,41.0,35.0,24.97042599,78.62697699,6.856833064,166.6415254,jute
6.0,124.0,200.0,22.98208095,93.84505029,5.971332179,109.5852253,apple
70.0,68.0,45.0,33.83508569,92.85470152,6.991626158,203.4044028,papaya
58.0,55.0,47.0,26.05375792,93.69111672,6.7424900270000006,240.6863901,papaya
60.15318221932602,48.409591557678574,28.97625576751101,19.300599578760416,56.69026953823578,6.106334241970578,27.141335080658887,mustard
27.0,61.0,15.0,25.2653291,67.10004577,6.958054839,48.33941188,lentil
29.0,145.0,205.0,22.81227579,92.12992101,6.212302608,109.3383552,apple
100.35707367394895,53.46451463210211,138.58874172034237,19.03946542769398,83.18484257984306,5.8965093418588035,82.11726865234326,potato
73.0,45.0,21.0,24.60532218,73.58868502,6.636803222999999,96.59195302,maize
30.0,79.0,22.0,18.28766124,69.48515056,6.254216611,48.60449438,lentil
101.0,25.0,52.0,29.09910406,94.22237826,6.750145572,22.52497327,muskmelon
30.0,75.0,81.0,19.41789736,16.80472243,6.4084378860000015,68.4951189,chickpea
81.0,30.0,48.0,28.52379742,92.09688432,6.041027474,29.86681385,muskmelon
104.44180415596864,47.92914051039094,47.196799003466005,12.860596412727368,51.70203076538835,6.692050025882652,68.91359626690542,wheat
12.0,37.0,30.0,31.09779147,47.41196659,4.546466109,90.28624348,mango
32.0,66.0,17.0,34.9466155,65.26774011,7.162357641,70.1415139,blackgram
23.0,45.0,23.0,28.77653519,86.69133979,6.983130466,56.12443206,mungbean
101.80362113754254,67.1170463649875,132.79913684734538,16.548342497837034,74.65428721779848,5.88369824866714,86.33730354774399,potato
31.0,75.0,18.0,15.46789263,21.43780702,5.824208308999999,88.88796102,kidneybeans
111.79229180734617,52.01316767408967,140.6253467094903,13.60687535937054,67.63435310917805,5.633923527487601,86.37036376214246,potato
14.0,140.0,197.0,23.35225078,90.90054697,6.071255131,113.0381382,apple
95.51488974301199,66.62827261725853,35.19826498272964,18.550026017215057,62.49000123634829,7.108346077554787,86.02724532108347,wheat
110.0,25.0,54.0,28.91105641,90.78413842,6.425930938,23.44398467,muskmelon
65.0,62.0,51.0,31.53243779,90.87394933,6.5116248410000015,207.0735119,papaya
109.0,23.0,25.0,25.11711046,68.48030408,7.00733163,194.8773479,coffee
64.0,45.0,43.0,25.62980105,83.52842314,5.534878156,209.9001977,rice
2.0,140.0,197.0,22.69780133,92.82223419,5.53456749,105.0508234,apple
63.01127620878013,50.82608865872046,41.311685706337514,18.195656116656867,59.564903977756245,5.937034188187438,48.868085206892026,mustard
42.0,60.0,47.0,33.46873719,92.12746225,6.834808347999999,136.8277041,papaya
90.0,15.0,52.0,27.04927452,91.3821731,6.448061578,23.65747461,muskmelon
95.0,14.0,50.0,26.6333118,84.31756844,6.560443519,56.31866159,watermelon
